SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
SP,14,F,0,,,,,,N
SC,14,F,1,462.7,453.2,524.5,476.8,640.0,D
SP,14,F,0,607.4,634.9,617.3,783.0,880.0,N
PR,14,M,0,390.4,480.0,490.4,423.0,0.0,G
SP,14,F,1,518.0,579.6,576.0,686.6,740.0,I
SP,14,M,0,364.9,529.3,533.1,627.9,460.0,B
PR,14,M,0,,401.7,357.5,,280.0,D
PR,14,M,1,538.7,567.8,585.8,766.4,520.0,L
SP,14,M,0,,543.4,526.7,,460.0,M
MG,14,M,1,416.2,437.8,385.8,490.8,320.0,E
PB,14,F,1,480.6,501.1,540.9,491.9,660.0,D
PB,14,F,0,561.0,529.0,589.8,555.3,660.0,O
PE,14,F,1,414.8,442.7,442.2,490.5,500.0,B
AL,14,F,1,499.3,550.2,607.8,578.5,500.0,I
AL,14,M,1,600.0,558.9,562.2,667.2,680.0,H
BA,14,M,0,464.5,555.4,534.2,512.0,580.0,L
BA,14,M,0,,463.7,509.7,,0.0,C
PB,14,F,0,404.1,375.5,412.2,474.6,600.0,B
PB,14,F,1,508.9,559.7,561.5,545.9,560.0,H
PB,14,F,0,383.8,369.1,403.2,579.0,840.0,F
PE,14,F,0,,547.1,558.8,,0.0,C
PE,14,F,1,430.7,507.4,565.1,520.6,500.0,B
PE,14,F,1,385.3,497.7,501.2,450.3,560.0,B
BA,14,F,1,475.0,510.4,565.7,582.5,600.0,J
BA,14,F,0,487.8,549.7,555.0,574.8,540.0,N
DF,14,M,0,,636.3,671.7,,600.0,Q
PB,14,M,1,548.7,604.1,606.6,746.5,820.0,E
AL,14,M,0,,,,,,H
BA,14,F,0,557.5,569.2,630.6,480.9,740.0,Q
PB,14,F,1,547.9,510.1,569.8,593.8,680.0,B
PB,14,M,1,565.4,548.6,552.8,678.2,580.0,B
PE,14,F,1,454.4,548.7,585.9,517.6,600.0,H
PE,14,M,1,,448.8,481.5,,420.0,A
PE,14,F,0,427.4,425.7,475.1,513.0,520.0,A
PE,14,M,1,427.7,469.5,445.9,475.6,0.0,B
BA,14,M,1,564.9,606.8,546.7,492.7,580.0,E
BA,14,M,0,423.8,588.4,549.6,519.2,620.0,C
DF,14,M,0,420.3,530.2,515.9,572.5,280.0,K
PE,14,F,0,452.0,546.8,533.5,552.1,860.0,P
PE,14,F,1,468.7,506.4,542.2,549.6,680.0,F
SE,14,M,0,,,,,,B
BA,14,M,0,518.7,529.0,560.4,568.1,600.0,B
DF,14,M,1,534.4,647.1,570.5,800.1,540.0,N
RN,14,M,0,,608.8,583.2,,820.0,G
PB,14,F,1,434.3,505.7,441.5,409.5,480.0,E
SE,14,F,0,507.7,617.4,585.2,626.6,720.0,D
PB,14,F,1,421.8,493.1,562.6,495.7,600.0,H
PB,14,F,0,580.0,379.7,368.2,461.9,580.0,H
PE,14,F,1,507.1,484.5,524.9,602.3,600.0,H
SE,14,F,0,478.9,473.1,534.7,488.5,460.0,B
BA,14,F,1,445.1,472.6,470.9,368.0,500.0,C
DF,14,F,0,524.3,607.1,575.1,672.7,880.0,Q
BA,8,M,1,502.8,462.1,474.8,436.0,540.0,B
PB,14,F,0,571.3,546.5,583.3,487.6,780.0,Q
PE,14,M,1,516.4,536.9,504.3,659.5,560.0,H
PE,14,F,0,387.4,358.7,462.5,485.7,640.0,E
PE,14,F,0,,424.4,517.7,,580.0,B
PE,14,F,1,371.9,511.1,506.4,509.0,740.0,C
SE,14,F,1,,,,,,Q
SE,14,M,0,476.0,,,683.8,,P
BA,12,F,0,,456.2,455.4,,540.0,B
BA,13,M,0,,,,,,D
SE,14,F,0,537.8,508.3,532.5,505.4,0.0,C
BA,14,F,0,572.3,659.6,654.2,578.2,580.0,B
PE,14,M,1,368.1,433.9,474.6,521.4,420.0,F
PE,14,M,0,415.5,480.9,539.5,422.6,560.0,F
AL,14,F,1,500.9,503.7,580.8,410.1,760.0,E
BA,14,M,0,520.3,538.3,575.9,478.6,480.0,O
PB,14,F,1,440.1,546.4,558.8,633.1,600.0,C
PB,14,F,0,609.7,603.4,640.3,761.2,800.0,Q
PE,14,F,1,421.3,558.2,535.4,631.7,640.0,B
SE,13,M,0,375.4,455.8,454.0,524.8,540.0,Q
BA,14,F,1,466.9,542.1,559.3,622.0,580.0,I
PE,14,F,0,438.8,461.6,481.6,420.8,680.0,N
SE,14,M,0,496.9,562.1,545.5,482.8,720.0,N
BA,14,F,0,479.3,435.2,506.3,601.6,640.0,H
BA,14,F,1,421.7,440.3,414.9,462.7,560.0,A
PB,14,F,0,,,,,,E
PE,14,F,1,525.1,559.3,586.6,511.6,640.0,E
SE,14,F,1,,,,,,C
BA,14,F,1,390.3,554.1,582.8,647.9,580.0,F
PB,14,M,1,459.0,490.4,507.7,414.4,480.0,G
PB,14,F,0,487.0,509.4,554.8,562.3,760.0,N
PE,14,M,1,473.5,471.7,418.1,536.5,600.0,G
PE,14,F,0,368.0,445.1,493.8,421.5,520.0,B
PE,14,M,1,520.2,550.3,522.7,599.6,800.0,B
MG,14,M,0,588.8,549.5,562.3,570.6,640.0,O
MG,14,M,1,416.3,479.8,451.6,495.1,440.0,G
MG,14,F,0,561.7,571.4,561.8,636.7,520.0,G
MG,14,F,0,,377.4,493.6,,700.0,I
RJ,14,F,0,,,,,,P
MG,14,F,1,491.1,451.1,510.9,491.7,540.0,D
RJ,14,M,0,,,,,,H
MG,14,F,1,410.9,533.7,534.5,540.2,640.0,N
MG,14,M,0,540.0,501.3,543.1,582.7,500.0,B
MG,14,M,0,455.3,439.0,508.4,499.3,440.0,D
MG,14,F,0,509.5,589.8,591.4,704.5,320.0,O
RJ,14,M,0,500.3,572.4,555.1,652.6,720.0,L
MG,14,F,0,390.0,379.4,444.7,485.9,520.0,G
MG,14,M,0,583.9,575.2,557.0,693.5,700.0,O
RJ,14,M,0,390.4,498.8,449.4,498.2,460.0,D
MG,14,M,0,439.7,530.9,522.0,433.6,440.0,J
MG,14,F,0,476.8,472.8,556.3,495.4,660.0,L
MG,14,F,0,,425.4,502.8,,440.0,C
ES,14,M,0,,510.9,583.9,,520.0,E
RJ,14,F,0,,,,,,H
MG,14,F,0,514.3,570.0,582.6,573.2,620.0,B
MG,14,F,0,513.0,559.5,523.0,543.6,600.0,D
MG,14,F,0,388.5,503.7,568.4,523.0,640.0,B
MG,14,F,0,,,,,,F
MG,14,M,0,478.6,524.2,486.8,572.0,440.0,G
MG,14,M,1,424.4,539.8,536.8,550.9,420.0,B
MG,14,F,0,,,,,,H
MG,14,F,1,612.6,600.9,590.9,704.4,560.0,C
ES,14,M,1,489.6,436.6,442.3,417.3,420.0,A
ES,14,F,0,507.1,596.2,553.5,493.8,580.0,N
RJ,14,F,1,,,,,,B
ES,13,F,0,,,,,,C
MG,14,F,0,581.0,608.9,581.6,591.0,480.0,J
MG,14,F,0,538.9,395.2,391.9,481.8,340.0,C
ES,14,M,0,509.9,564.3,555.6,618.5,740.0,Q
ES,14,M,0,449.8,535.4,523.6,472.9,0.0,E
RJ,14,F,0,,,,,,I
RJ,14,F,1,552.7,569.9,560.3,730.6,600.0,B
MG,14,F,1,450.8,509.8,535.9,668.9,600.0,F
MG,14,F,0,555.8,581.7,570.7,610.8,520.0,N
MG,14,M,0,396.8,599.1,532.3,656.5,820.0,F
MT,14,M,0,485.9,483.6,409.8,415.6,340.0,J
MT,14,F,0,411.5,385.1,429.4,415.2,840.0,O
GO,14,M,0,510.7,608.4,575.5,608.1,600.0,Q
RS,13,F,0,,561.4,560.9,,580.0,C
GO,14,F,0,,541.9,489.7,,620.0,P
GO,14,M,0,481.8,573.8,580.8,645.0,740.0,Q
GO,14,F,0,,588.9,623.1,,0.0,Q
GO,14,F,0,431.1,358.4,542.8,504.7,580.0,N
MT,14,F,1,,510.5,508.0,,600.0,N
MT,14,F,1,490.2,388.3,538.1,452.6,680.0,G
GO,14,F,0,526.9,503.9,537.7,640.8,680.0,O
PR,14,F,0,548.8,566.8,597.4,696.3,800.0,Q
PR,14,M,0,,,,,,P
MT,14,F,0,357.6,468.8,506.0,373.4,520.0,G
GO,14,F,0,470.9,527.8,525.5,565.6,600.0,H
DF,14,F,1,527.8,580.1,562.8,527.9,640.0,D
MS,14,F,0,461.2,450.7,467.7,435.3,520.0,E
PR,14,M,0,,609.2,564.7,,700.0,I
RS,13,F,0,443.5,507.4,524.2,464.8,660.0,I
MS,14,M,0,,,,,,H
GO,14,F,0,502.7,422.2,523.3,535.5,440.0,J
PR,14,F,0,,,,,,G
RS,14,M,0,,498.1,442.7,,320.0,B
GO,14,F,0,550.0,582.6,582.1,628.9,720.0,C
DF,14,F,0,453.2,455.5,534.2,418.1,520.0,O
PR,14,M,0,435.7,490.5,491.5,576.8,500.0,G
PR,14,F,0,,,,,,H
PR,14,M,0,349.2,549.4,534.3,601.6,540.0,P
SC,14,F,1,539.3,572.2,604.1,505.9,780.0,H
MT,14,F,0,,,,,,G
GO,13,M,1,528.8,562.1,546.1,548.8,460.0,G
GO,14,M,0,,389.6,504.1,,480.0,B
PR,14,M,0,482.1,454.1,384.4,450.7,280.0,E
DF,14,F,0,492.2,582.2,550.2,661.9,600.0,Q
RS,14,F,0,456.1,342.8,558.9,632.9,600.0,M
GO,14,F,1,543.3,600.4,574.7,590.4,660.0,I
GO,14,F,0,375.6,376.7,382.1,455.9,540.0,E
GO,14,F,1,392.1,515.3,478.5,485.2,580.0,J
PR,14,M,0,,,,,,N
RS,14,F,1,505.8,478.2,585.4,575.0,580.0,O
RS,13,M,0,,,,,,A
RS,14,F,0,423.3,517.5,567.4,547.7,360.0,F
MT,14,F,0,,486.4,536.9,,500.0,G
GO,14,F,0,,410.9,501.9,,440.0,C
GO,14,F,1,631.0,648.8,565.6,548.6,700.0,H
DF,13,F,0,365.1,456.4,478.5,449.1,300.0,D
PE,14,M,1,382.0,368.0,494.4,499.8,280.0,H
PE,14,F,1,524.5,404.7,467.2,558.0,560.0,D
PE,14,F,0,,407.6,440.8,,440.0,G
PE,14,F,1,531.2,527.0,517.8,605.2,720.0,I
PE,10,F,0,476.7,510.5,492.6,531.4,600.0,F
SE,14,M,0,432.7,534.9,547.4,477.4,620.0,I
PB,14,M,0,340.6,418.4,427.2,452.4,0.0,B
PB,14,M,0,552.1,616.9,564.1,594.9,600.0,P
PE,14,M,0,433.4,422.1,471.5,549.0,680.0,H
PE,14,M,0,,,,,,G
AL,14,F,1,504.7,561.5,588.9,667.6,780.0,E
AL,14,F,1,485.5,564.7,547.4,417.5,720.0,H
SE,14,F,0,509.5,610.6,589.5,683.8,0.0,P
SE,14,F,1,435.9,521.5,533.5,483.3,340.0,A
PB,14,F,0,587.2,599.1,581.5,544.7,900.0,Q
PE,14,F,0,444.9,477.8,497.6,422.2,660.0,B
PE,14,M,1,377.9,378.2,471.6,499.4,520.0,G
PE,14,F,0,506.4,,,608.0,,L
PE,14,F,0,403.6,428.7,475.7,424.1,480.0,B
PE,14,F,0,389.3,472.6,485.3,483.8,520.0,H
PE,14,M,0,,,,,,K
AL,14,F,0,456.3,393.8,455.7,375.9,0.0,C
SE,14,M,0,587.9,394.0,554.0,665.7,740.0,H
RN,14,F,1,603.4,647.2,582.5,613.0,900.0,I
PB,14,M,1,388.2,352.3,429.4,448.2,500.0,I
PB,14,F,0,,413.3,494.7,,400.0,F
SE,14,F,1,449.5,512.0,559.3,644.2,720.0,I
SE,14,M,1,522.5,461.2,576.0,586.6,660.0,G
PB,14,M,0,,421.1,399.5,,0.0,A
PB,14,F,1,548.2,556.2,500.2,454.2,720.0,C
PB,14,F,0,373.8,536.3,528.8,561.5,660.0,E
PB,14,F,1,499.6,529.8,549.3,665.8,760.0,P
SE,14,M,0,446.7,654.2,605.3,613.5,620.0,D
SE,14,F,0,517.5,540.3,512.9,458.0,620.0,G
RN,14,M,0,569.0,585.4,592.3,472.3,620.0,H
PB,14,M,0,555.1,562.3,503.7,520.5,480.0,L
PE,14,M,0,,439.7,488.8,,620.0,Q
PE,14,F,0,537.8,599.9,579.4,616.4,820.0,D
PE,14,F,0,539.0,545.2,535.3,707.2,500.0,H
PE,14,F,1,480.9,487.2,512.7,533.5,600.0,F
SE,14,F,0,541.5,495.9,566.6,631.7,600.0,G
PB,14,F,1,463.5,567.1,551.2,506.0,600.0,H
PB,14,M,0,493.1,522.3,529.5,641.5,600.0,H
PE,14,F,1,406.4,538.6,573.2,458.0,620.0,J
PE,14,F,0,626.6,591.6,611.4,648.7,920.0,H
SE,14,M,0,380.8,381.9,507.2,468.4,420.0,H
SE,14,F,1,497.9,599.6,559.1,661.6,800.0,G
SE,8,F,0,395.0,396.6,493.8,444.9,400.0,E
SE,14,F,1,384.0,493.8,477.9,612.8,660.0,C
SE,14,M,0,561.2,525.2,605.2,689.9,780.0,G
RN,14,F,1,,513.3,559.2,,540.0,N
PB,14,F,1,368.5,393.3,517.5,455.3,500.0,C
PB,14,F,1,481.7,567.6,571.5,514.7,700.0,D
PE,14,F,1,483.2,441.0,523.0,503.8,640.0,A
PE,14,M,1,413.9,492.2,568.0,403.8,620.0,B
PE,14,F,0,379.7,444.8,475.0,399.5,840.0,B
PI,14,F,0,,456.6,490.4,,0.0,E
PE,14,M,0,425.3,449.6,455.2,541.0,680.0,C
AL,13,F,0,,,,,,B
SE,14,F,1,421.8,545.5,584.0,601.7,760.0,F
PB,14,M,1,394.2,361.4,380.2,409.5,640.0,B
PE,14,F,1,388.2,463.4,449.4,468.8,400.0,B
PE,14,F,1,487.6,514.0,496.4,520.3,620.0,C
SE,14,M,1,,,,,,C
SE,14,F,1,416.7,361.0,466.3,417.6,620.0,B
SE,14,M,1,394.2,356.2,464.7,421.0,580.0,C
PB,14,M,0,,406.3,479.4,,200.0,I
PB,14,F,0,567.3,623.3,611.6,592.5,520.0,N
PB,14,F,0,542.8,571.5,588.4,628.7,640.0,G
PE,14,M,0,407.9,432.8,491.9,522.8,660.0,L
PE,14,F,1,,509.7,547.0,,520.0,H
SE,14,F,0,,566.8,563.9,,620.0,I
BA,14,F,0,362.6,502.2,443.5,473.6,480.0,N
PB,14,F,0,,341.4,423.8,,280.0,B
PB,14,F,0,446.3,448.9,496.1,383.9,520.0,A
PE,14,F,1,498.9,459.4,530.2,533.7,620.0,G
BA,14,F,0,469.8,509.5,539.0,553.1,560.0,E
BA,14,F,1,416.8,,,426.5,,C
PB,14,M,0,512.4,572.1,565.0,702.7,740.0,N
PB,14,F,1,508.4,578.0,579.1,502.6,640.0,F
PB,14,M,1,426.3,538.3,497.6,565.0,540.0,C
BA,14,F,0,426.9,414.8,474.0,426.2,520.0,B
BA,14,M,1,499.6,549.9,474.2,490.2,680.0,I
RN,14,F,1,589.2,629.2,581.2,712.5,660.0,Q
PB,14,M,1,422.2,500.9,527.9,588.2,580.0,B
PB,14,F,1,499.0,496.3,441.6,412.8,560.0,C
PB,14,M,1,430.7,412.8,568.8,518.9,500.0,F
BA,14,F,0,,,,,,M
PE,14,F,0,492.2,536.4,513.6,547.5,520.0,E
BA,14,F,1,382.2,433.1,459.0,588.2,480.0,D
BA,14,F,1,409.9,540.0,538.5,464.1,700.0,C
PB,14,F,0,426.4,451.1,560.3,610.7,740.0,H
PB,14,F,0,358.7,384.2,477.9,586.4,440.0,C
PB,14,F,1,484.8,492.7,575.9,644.2,580.0,I
PB,14,F,1,457.4,504.3,523.4,436.6,640.0,B
PB,14,F,1,563.1,551.4,579.2,655.2,800.0,E
PB,14,F,1,391.3,517.8,573.5,538.9,360.0,H
PE,14,F,0,,,,,,C
PE,14,F,1,468.7,497.1,520.0,542.2,520.0,C
AL,14,F,1,404.2,470.3,495.9,552.4,0.0,B
BA,14,M,1,467.9,410.2,385.1,425.9,500.0,A
SE,14,M,0,545.1,559.8,541.5,607.7,280.0,F
PB,14,F,1,632.6,648.7,625.6,675.8,760.0,P
PE,14,F,1,486.2,432.8,487.7,427.8,640.0,C
BA,14,M,1,617.9,669.2,607.2,859.6,560.0,D
SE,14,M,1,382.2,415.4,492.4,601.1,500.0,C
RN,14,F,0,509.4,466.5,517.9,412.6,440.0,H
RN,14,M,1,388.3,332.0,367.1,455.0,420.0,F
PB,14,M,1,364.1,458.3,532.9,416.5,540.0,Q
PB,14,F,1,427.2,421.6,452.2,365.0,0.0,A
PB,14,F,0,412.4,486.0,482.8,560.1,580.0,Q
AP,13,M,0,518.3,600.5,617.3,502.0,640.0,E
PA,14,F,1,467.5,488.4,509.8,390.3,360.0,A
MA,14,F,0,376.4,393.4,447.5,436.2,460.0,D
RO,14,F,0,505.8,505.5,542.2,447.5,580.0,H
PA,14,F,0,453.8,494.3,499.6,589.2,640.0,C
PA,14,M,0,580.0,600.9,594.8,584.9,600.0,P
PA,14,F,1,388.0,401.6,420.8,392.1,0.0,B
AP,14,F,0,442.8,576.7,547.9,548.8,520.0,M
AP,14,F,0,526.5,,,603.6,,M
MA,14,F,1,,,,,,B
PI,14,M,1,348.9,398.8,449.2,454.9,0.0,D
PI,14,F,1,382.7,423.7,505.0,519.4,620.0,C
PA,14,F,1,459.4,498.2,535.4,420.7,580.0,E
PA,14,F,1,,448.9,560.5,,640.0,H
AP,14,F,0,,,,,,C
TO,14,F,0,476.0,466.2,540.1,424.7,840.0,F
MA,14,F,1,494.8,602.4,593.8,608.5,560.0,F
MA,14,M,1,376.5,438.9,413.0,421.8,320.0,A
MA,13,F,0,403.4,543.4,561.0,493.3,640.0,N
TO,14,F,0,482.9,368.2,421.2,423.1,640.0,E
MA,14,F,1,545.2,529.0,545.9,532.3,480.0,I
MA,14,M,1,360.0,376.3,459.4,416.3,440.0,H
AM,14,M,0,,372.0,464.5,,600.0,Q
AM,14,F,0,,618.6,585.2,,640.0,N
PA,14,M,1,384.4,502.0,420.5,414.1,320.0,C
PA,14,F,1,443.9,514.7,522.5,491.1,520.0,C
PA,14,M,0,483.4,589.8,573.2,512.9,780.0,E
PA,14,F,1,471.3,420.9,491.8,444.8,580.0,I
MA,14,F,1,420.9,340.4,368.8,449.0,520.0,B
MA,14,F,0,394.6,556.3,507.9,512.6,600.0,H
PI,14,F,0,604.3,611.0,550.6,678.6,800.0,H
PA,14,M,1,359.1,480.2,415.0,416.4,340.0,G
PA,14,F,0,517.9,444.9,581.8,627.4,600.0,F
PA,14,M,1,377.5,530.7,389.7,657.6,600.0,G
PA,14,F,1,496.2,473.3,527.2,373.1,640.0,K
TO,14,F,1,,,,,,J
MA,14,F,0,478.0,536.9,478.2,441.5,600.0,C
PI,14,M,1,524.9,567.3,501.8,499.2,580.0,F
RO,14,F,0,440.0,547.4,552.1,563.9,580.0,P
PA,14,M,0,446.5,348.7,391.1,449.6,440.0,I
PA,14,F,0,445.0,451.1,404.9,523.8,580.0,G
MA,13,M,1,463.5,428.7,364.9,572.0,660.0,H
MA,14,F,0,372.4,450.6,520.2,557.1,620.0,C
MA,13,F,0,396.3,455.0,446.0,415.2,480.0,D
PI,14,M,0,563.4,638.2,597.1,825.4,660.0,Q
PI,14,F,0,517.9,557.9,568.0,570.0,640.0,O
AP,14,F,1,557.3,571.3,584.2,633.3,660.0,J
AP,14,M,0,429.6,385.0,501.7,412.8,460.0,M
AP,14,F,0,,493.6,561.6,,560.0,L
TO,14,M,0,439.7,573.7,473.5,702.2,680.0,O
MA,14,F,1,449.1,475.1,476.5,436.4,620.0,E
AM,14,F,0,393.8,464.5,387.2,461.3,500.0,C
AM,14,M,0,554.5,537.0,554.3,579.8,420.0,Q
AM,14,M,0,474.8,506.7,541.4,643.7,620.0,N
PA,13,F,1,466.2,513.3,571.3,591.7,580.0,H
MA,14,M,0,446.4,435.6,422.9,546.8,340.0,G
MA,14,F,1,438.5,575.1,544.1,477.6,860.0,D
AM,14,M,0,547.4,544.0,572.3,627.7,660.0,N
PA,14,F,0,532.1,596.9,578.0,706.2,780.0,K
PA,14,F,1,615.8,559.2,596.3,437.5,620.0,M
PA,14,F,0,485.1,420.9,528.7,577.5,640.0,C
PA,14,M,1,,608.4,590.1,,680.0,H
MA,14,M,0,357.0,379.9,402.7,405.7,660.0,B
MA,14,F,1,406.4,480.2,520.1,627.5,540.0,F
RO,14,M,0,418.9,557.7,492.7,662.5,580.0,J
AM,14,M,0,553.1,588.0,595.4,693.3,680.0,Q
AM,10,M,0,401.0,390.3,469.7,368.1,420.0,D
PA,13,F,0,466.2,590.9,535.8,495.4,680.0,D
PA,14,F,1,540.1,580.6,578.4,546.4,560.0,F
TO,14,M,0,,,,,,L
MA,14,M,1,519.7,430.5,570.6,711.5,740.0,G
PA,14,M,1,457.6,522.2,521.0,550.4,880.0,D
PA,14,F,1,444.7,515.3,494.0,486.2,580.0,D
PA,14,M,0,569.9,613.4,581.9,775.3,940.0,G
MA,14,M,1,,,,,,A
MA,14,M,1,417.0,471.7,449.4,449.2,0.0,C
PI,14,M,1,348.7,418.6,415.7,471.2,280.0,B
PI,14,F,1,431.6,495.3,463.6,422.3,720.0,B
RO,14,F,1,489.7,515.8,569.1,468.8,500.0,A
AM,14,F,1,524.0,560.8,516.8,485.3,460.0,D
PA,14,F,0,378.5,539.0,519.3,486.0,640.0,J
PA,14,F,1,538.9,570.0,547.0,670.8,620.0,C
PA,14,F,1,446.7,509.4,526.8,522.5,620.0,C
TO,14,M,1,380.8,369.2,455.2,552.0,600.0,J
PI,14,F,1,411.7,432.0,418.4,500.9,420.0,A
AM,13,M,0,,504.8,587.7,,780.0,C
PA,14,F,0,341.4,538.6,533.2,463.8,560.0,E
AP,14,M,0,458.4,552.5,454.2,597.9,760.0,M
PI,14,F,0,584.1,567.8,551.4,635.2,620.0,G
PI,14,F,1,455.3,548.7,556.4,518.9,760.0,I
PA,14,M,1,,,,,,C
PA,14,M,1,521.4,504.2,554.4,493.5,660.0,J
MA,14,F,1,510.7,541.9,528.6,551.6,600.0,A
CE,14,F,0,379.8,387.8,428.1,564.0,720.0,H
RO,14,F,0,502.6,481.4,542.7,465.2,600.0,H
AM,14,M,1,495.4,541.0,537.1,502.1,0.0,F
PA,14,M,0,413.2,473.7,532.6,590.9,460.0,F
PB,14,M,1,,545.9,506.6,,0.0,D
PE,14,M,0,528.2,650.3,605.4,724.9,640.0,Q
SE,14,F,1,538.5,549.4,585.9,645.6,0.0,E
BA,14,M,0,546.8,471.0,464.2,518.0,580.0,F
BA,14,F,1,434.9,543.3,540.0,596.6,580.0,F
MG,14,M,0,,,,,,E
MG,14,F,1,498.7,550.0,547.8,451.9,680.0,D
MG,14,F,0,363.4,513.2,555.9,461.7,560.0,B
PE,14,F,1,451.7,393.8,444.6,432.6,460.0,B
PE,14,F,0,,,,,,P
PE,14,M,1,361.4,382.5,413.2,430.7,280.0,B
PE,14,F,1,564.3,631.8,552.8,554.4,580.0,G
BA,14,F,1,,537.9,530.2,,580.0,F
PB,14,M,0,658.8,645.1,591.7,682.4,620.0,N
PE,14,M,1,384.1,420.7,502.0,405.5,400.0,B
SE,14,M,1,,392.6,394.8,,0.0,B
SE,14,F,1,,541.5,485.2,,600.0,E
PB,14,M,0,514.1,586.0,566.5,730.0,840.0,I
PB,14,M,1,401.0,515.1,488.6,501.4,440.0,J
PE,14,F,0,373.6,466.4,508.6,393.4,540.0,C
PE,14,M,1,350.5,361.9,416.0,366.8,560.0,C
BA,14,M,0,,,,,,P
RJ,14,M,0,561.9,556.2,542.3,668.2,440.0,Q
PB,14,M,1,416.8,591.5,567.2,522.6,820.0,F
PB,14,M,1,,,,,,B
SE,14,F,0,431.5,478.0,486.2,562.2,700.0,D
BA,14,M,0,571.9,639.0,615.5,824.4,960.0,L
MG,13,F,0,419.7,457.5,527.9,523.0,520.0,B
PB,14,M,0,401.2,437.4,535.1,551.8,580.0,H
PE,14,M,0,611.7,606.5,565.2,635.7,860.0,D
PE,14,M,1,472.3,558.4,514.7,490.3,520.0,K
MG,14,F,1,470.6,382.3,363.9,461.1,380.0,F
PE,14,F,1,,484.6,493.9,,680.0,C
SE,14,M,0,582.7,649.7,583.7,706.0,900.0,P
BA,14,M,0,374.0,577.7,571.9,688.5,720.0,K
BA,14,M,0,,,,,,E
BA,14,F,0,404.1,511.1,560.8,489.5,700.0,H
PB,14,F,0,617.1,531.5,575.5,613.2,700.0,I
PE,14,F,0,389.8,435.1,507.2,503.9,560.0,B
PE,14,F,0,491.3,350.6,572.9,488.7,580.0,J
SE,14,F,1,579.7,638.1,606.4,595.1,900.0,O
BA,14,F,1,,,,,,H
BA,14,F,0,480.7,517.4,521.4,577.3,800.0,H
MG,14,F,0,546.6,632.9,607.0,638.7,820.0,N
RJ,14,F,1,471.1,429.9,434.3,405.2,380.0,B
RJ,13,F,1,,601.9,571.1,,720.0,J
SP,14,M,1,527.0,520.9,502.2,605.7,520.0,I
PE,14,F,1,,,,,,D
SP,14,M,0,589.5,577.0,572.1,383.8,580.0,P
PE,14,F,1,495.8,498.2,550.6,687.4,620.0,B
SE,13,M,1,,349.5,505.2,,500.0,I
PB,14,F,1,547.1,579.1,527.8,524.2,560.0,P
SE,11,M,1,520.0,531.4,571.4,535.5,580.0,E
PB,14,F,1,524.1,555.0,570.4,612.9,920.0,F
PE,14,M,1,514.5,610.8,600.2,573.7,720.0,J
PE,14,M,0,,,,,,F
PE,14,F,1,430.7,605.5,594.0,675.6,680.0,C
PE,14,F,0,553.4,586.3,568.5,583.8,660.0,Q
AL,14,F,1,,,,,,N
SE,14,M,0,526.7,433.9,496.0,552.5,540.0,G
SP,14,F,0,534.1,606.0,599.8,644.7,840.0,G
SP,14,F,0,448.4,573.2,573.3,723.3,520.0,C
SP,14,F,0,420.9,527.9,569.4,573.4,640.0,L
SP,14,F,0,510.6,492.9,542.9,654.1,520.0,G
SP,14,F,0,,505.4,545.6,,600.0,J
SP,14,F,1,,566.3,557.8,,640.0,Q
SC,14,F,1,,583.8,568.3,,620.0,F
MS,14,F,0,,539.0,572.3,,800.0,Q
MS,14,F,0,,432.6,549.5,,640.0,H
MS,14,M,0,515.4,628.4,550.9,718.2,640.0,O
MT,14,F,1,499.8,592.1,606.6,676.2,720.0,Q
GO,14,M,0,447.5,570.0,562.6,643.1,560.0,E
GO,14,F,0,583.2,584.5,585.2,639.9,660.0,O
GO,14,F,0,,,,,,G
SC,12,F,0,,465.4,406.1,,560.0,H
GO,14,M,1,378.2,544.7,574.5,549.0,540.0,E
RS,14,F,0,,578.8,581.7,,640.0,Q
GO,14,M,0,452.5,563.4,534.7,480.4,520.0,Q
PR,14,F,0,392.1,369.0,516.8,516.9,260.0,D
GO,14,F,1,,,,,,E
SP,14,M,0,522.5,605.3,561.0,707.3,680.0,N
SP,14,F,0,500.0,551.2,512.4,404.3,600.0,F
GO,14,F,1,460.7,525.2,512.9,393.3,540.0,Q
GO,14,M,1,385.7,,,463.5,,E
GO,14,M,0,,540.3,554.8,,540.0,Q
SP,14,F,1,511.1,557.3,548.5,629.8,600.0,I
GO,14,M,0,564.9,565.7,587.7,680.0,520.0,C
GO,14,M,0,455.5,422.7,496.2,517.4,620.0,Q
GO,14,F,0,420.1,582.0,537.9,577.1,580.0,H
GO,14,M,0,581.9,634.2,589.6,682.7,720.0,L
GO,14,F,0,564.5,563.9,566.0,603.2,540.0,N
PR,14,M,1,477.7,484.3,518.0,513.7,360.0,G
RS,14,F,0,480.8,511.2,601.3,441.5,660.0,F
GO,14,M,1,514.7,569.1,523.3,480.8,640.0,E
SP,14,F,1,499.0,491.3,480.9,486.7,300.0,C
DF,14,M,1,468.6,481.8,454.9,454.0,320.0,I
SC,14,M,0,364.1,456.7,442.8,441.1,0.0,G
DF,14,M,0,584.4,609.6,584.9,785.8,720.0,K
MT,14,F,0,456.5,587.9,583.5,410.0,540.0,N
